NAME,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR,A,AUPPER,ALOWER,UA,PER,PERUPPER,PERLOWER,UPER,ECC,ECCUPPER,ECCLOWER,UECC,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,FE,FEUPPER,FELOWER,UFE,TRANSITREF,TRANSITURL
,mjupiter,mjupiter,mjupiter,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,au,au,au,au,day,day,day,day,,,,,g/cm^3,g/cm^3,g/cm^3,g/cm^3,msun,msun,msun,msun,rsun,rsun,rsun,rsun,,,,,k,k,k,k,,,,,,
Kepler-139 c,0.0344212,0.0123416,0.0123416,0.0123416,0.301543,0.0615577,0.0615577,0.0615577,0.569736,0.00949561,0.00949561,0.00949561,157.072878,0.00172,0.00172,0.00172,,,,,,,,,,,,,1.3,0.251,0.251,0.251,4.247,0.15,0.15,0.15,5594,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-256 e,0.0179955,0.00494473,0.00494473,0.00494473,0.209653,0.0517441,0.0517441,0.0517441,0.0949212,0.00158202,0.00158202,0.00158202,10.681572,0.000066,0.000066,0.000066,,,,,,,,,,,,,1.301,0.316,0.316,0.316,4.223,0.19,0.19,0.19,5551,111,111,111,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-256 d,0.0194307,0.00580953,0.00580953,0.00580953,0.221251,0.0562048,0.0562048,0.0562048,0.0634611,0.00105768,0.00105768,0.00105768,5.839172,0.000031,0.000031,0.000031,,,,,,,,,,,,,1.301,0.316,0.316,0.316,4.223,0.19,0.19,0.19,5551,111,111,111,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-379 c,0.0173806,0.00368617,0.00368617,0.00368617,0.2043,0.038362,0.038362,0.038362,0.309155,0.00515258,0.00515258,0.00515258,62.784697,0.000661,0.000661,0.000661,,,,,,,,,,,,,1.306,0.237,0.237,0.237,4.273,0.15,0.15,0.15,6054,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-208 c,0.00915403,0.00465394,0.00465394,0.00465394,0.124008,0.0231956,0.0231956,0.0231956,0.0747634,0.00124606,0.00124606,0.00124606,7.466623,0.000067,0.000067,0.000067,,,,,,,,,,,,,1.314,0.243,0.243,0.243,4.265,0.15,0.15,0.15,6092,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-208 b,0.0121124,0.00422222,0.00422222,0.00422222,0.145419,0.0267642,0.0267642,0.0267642,0.0511769,0.000852948,0.000852948,0.000852948,4.22864,0.000018,0.000018,0.000018,,,,,,,,,,,,,1.314,0.243,0.243,0.243,4.265,0.15,0.15,0.15,6092,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-3 b,2.01184,0.0935965,0.0935965,0.0935965,1.29,0.085,0.085,0.085,0.0314948,0.000524913,0.000524913,0.000524913,1.846834,0.000002,0.000002,0.000002,0,,,,1.0906,0.1862,0.1862,0.1862,1.22,0.04,0.04,0.04,1.31,0.12,0.05000000000000002,0.085,4.25,0.05,0.05,0.05,6400,100,100,100,0,0.2,0.2,0.2,Tripathi 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..421T
WASP-14 b,7.69234,0.293081,0.293081,0.293081,1.281,0.075,0.082,0.0785,0.0367693,0.000701704,0.000701704,0.000701704,2.243752,0.00001,0.00001,0.00001,0.091,0.003,0.003,0.003,4.65633,0.636,0.9866,0.8113,1.31,0.05,0.09999999999999999,0.075,1.31,0.07,0.07,0.07,4.07,0.043,0.35700000000000004,0.2,6475,100,100,100,0,0.2,0.2,0.2,Joshi 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1532J
Kepler-25 c,0.0899033,0.00317591,0.00317591,0.00317591,0.463913,0.008029,0.008029,0.008029,0.113014,,,,12.7204,,,,0,,,,0.9,0.21,0.21,0.21,1.19,0.06,0.06,0.06,1.31,0.02,0.02,0.02,4.278,0.03,0.03,0.03,6270,79,79,79,-0.04,0.1,0.1,0.1,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-379 b,0.0123078,0.00400965,0.00400965,0.00400965,0.148095,0.0276563,0.0276563,0.0276563,0.144671,0.00241118,0.00241118,0.00241118,20.09838,0.00018,0.00018,0.00018,,,,,,,,,,,,,1.306,0.237,0.237,0.237,4.273,0.15,0.15,0.15,6054,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-25 b,0.0223552,0.000681001,0.000681001,0.000681001,0.24177,0.0044607,0.0044607,0.0044607,0.0702822,,,,6.2385,,,,0,,,,,,,,1.19,0.06,0.06,0.06,1.31,0.02,0.02,0.02,4.278,0.03,0.03,0.03,6270,79,79,79,-0.04,0.1,0.1,0.1,Marcy 2014,ORBURL
Kepler-208 d,0.00554835,0.00293322,0.00293322,0.00293322,0.107057,0.0205192,0.0205192,0.0205192,0.09757,0.00162617,0.00162617,0.00162617,11.131786,0.000131,0.000131,0.000131,,,,,,,,,,,,,1.314,0.243,0.243,0.243,4.265,0.15,0.15,0.15,6092,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-208 e,0.0112762,0.00572786,0.00572786,0.00572786,0.132037,0.0249799,0.0249799,0.0249799,0.125606,0.00209343,0.00209343,0.00209343,16.259458,0.000176,0.000176,0.000176,,,,,,,,,,,,,1.314,0.243,0.243,0.243,4.265,0.15,0.15,0.15,6092,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-31 d,0.0685925,0.032546,0.032546,0.032546,0.406816,0.0990276,0.0990276,0.0990276,0.386163,0.00643605,0.00643605,0.00643605,87.648901,0.000801,0.000801,0.000801,,,,,,,,,,,,,1.306,0.302,0.302,0.302,4.219,0.16,0.16,0.16,6034,168,168,168,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-24 b,0.685857,0.0362279,0.0362279,0.0362279,1.242,0.067,0.067,0.067,0.0465021,0.000775035,0.000775035,0.000775035,3.35524,0.000007,0.000007,0.000007,0.067,0.024,0.024,0.024,0.44,0.07,0.07,0.07,1.191,0.042,0.042,0.042,1.317,0.068,0.068,0.068,4.27,0.04,0.04,0.04,6373,80,80,80,-0.16,0.08,0.08,0.08,Kipping 2010,http://adsabs.harvard.edu/abs/2010ApJ...725.2017K
OGLE-TR-132 b,1.18,0.14,0.14,0.14,1.2,0.15,0.11000000000000001,0.13,0.0303507,0.000550422,0.000550422,0.000550422,1.689868,0.000003,0.000003,0.000003,0,,,,0.85,0.32,0.24000000000000005,0.28,1.305,0.071,0.071,0.071,1.32,0.17,0.11999999999999997,0.145,4.313,0.063,0.091,0.077,6210,75,75,75,0.37,0.1,0.1,0.1,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
HAT-P-9 b,0.776601,0.0893404,0.0893404,0.0893404,1.4,0.06,0.06,0.06,0.0528645,0.00178968,0.00178968,0.00178968,3.92289,0.00004,0.00004,0.00004,0,,,,0.35,0.06,0.06,0.06,1.28,0.13,0.13,0.13,1.32,0.07,0.07,0.07,4.29,0.03,0.04000000000000001,0.035,6350,150,150,150,0.12,0.2,0.2,0.2,Shporer 2009,http://adsabs.harvard.edu/abs/2009ApJ...690.1393S
HAT-P-45 b,0.892,0.137,0.09899999999999998,0.118,1.426,0.175,0.08700000000000002,0.131,0.0452185,0.000753642,0.000753642,0.000753642,3.128992,0.000021,0.000021,0.000021,0.049,0.063,0.063,0.063,0.409025,0.124971,0.124971,0.124971,1.259,0.058,0.058,0.058,1.319,0.1135,0.1135,0.1135,4.3,0.06,0.06,0.06,6330,100,100,100,0.07,0.1,0.1,0.1,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H
Kepler-109 c,0.0199023,0.000815921,0.000815921,0.000815921,0.224819,0.006245,0.006245,0.006245,0.151991,,,,21.2227,,,,0,,,,0.65,2.3,2.3,2.3,1.04,0.06,0.06,0.06,1.32,0.04,0.04,0.04,4.211,0.04,0.04,0.04,5952,75,75,75,-0.08,0.1,0.1,0.1,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-109 b,0.0182069,0.000725866,0.000725866,0.000725866,0.211437,0.006245,0.006245,0.006245,0.0689299,,,,6.48163,,,,0,,,,0.3,2.2,2.2,2.2,1.04,0.06,0.06,0.06,1.32,0.04,0.04,0.04,4.211,0.04,0.04,0.04,5952,75,75,75,-0.08,0.1,0.1,0.1,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-403 c,0.0129124,0.00284919,0.00284919,0.00284919,0.156125,0.0285485,0.0285485,0.0285485,0.280567,0.00467612,0.00467612,0.00467612,54.280749,0.000562,0.000562,0.000562,,,,,,,,,,,,,1.329,0.236,0.236,0.236,4.266,0.15,0.15,0.15,6090,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-401 c,0.0160511,0.00313874,0.00313874,0.00313874,0.19181,0.0356856,0.0356856,0.0356856,0.256031,0.00426718,0.00426718,0.00426718,47.318218,0.000695,0.000695,0.000695,,,,,,,,,,,,,1.333,0.244,0.244,0.244,4.254,0.15,0.15,0.15,6117,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-401 b,0.0126401,0.00514502,0.00514502,0.00514502,0.152556,0.0356856,0.0356856,0.0356856,0.115746,0.0019291,0.0019291,0.0019291,14.383035,0.000211,0.000211,0.000211,,,,,,,,,,,,,1.333,0.244,0.244,0.244,4.254,0.15,0.15,0.15,6117,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-356 c,0.0133325,0.00205642,0.00205642,0.00205642,0.161477,0.0294406,0.0294406,0.0294406,0.108876,0.0018146,0.0018146,0.0018146,13.121632,0.000088,0.000088,0.000088,,,,,,,,,,,,,1.335,0.243,0.243,0.243,4.256,0.15,0.15,0.15,6133,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-403 b,0.00638668,0.00314535,0.00314535,0.00314535,0.111518,0.0196271,0.0196271,0.0196271,0.0718296,0.00119716,0.00119716,0.00119716,7.031462,0.000051,0.000051,0.000051,,,,,,,,,,,,,1.329,0.236,0.236,0.236,4.266,0.15,0.15,0.15,6090,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-356 b,0.0117295,0.00480288,0.00480288,0.00480288,0.140066,0.0258721,0.0258721,0.0258721,0.0542304,0.000903841,0.000903841,0.000903841,4.612696,0.000021,0.000021,0.000021,,,,,,,,,,,,,1.335,0.243,0.243,0.243,4.256,0.15,0.15,0.15,6133,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-24 b,1.091,0.0405076,0.0405076,0.0405076,1.3,0.039,0.038,0.0385,0.0365155,0.000608592,0.000608592,0.000608592,2.3412127,0.000002,0.000002,0.000002,0,,,,0.487,0.043,0.04000000000000001,0.0415,1.184,0.027,0.027,0.027,1.331,0.032,0.032,0.032,4.263,0.17,0.17,0.17,6075,100,100,100,,,,,Street 2010,http://adsabs.harvard.edu/abs/2010ApJ...720..337S
WASP-26 b,1.01746,0.0336252,0.0336252,0.0336252,1.32,0.08,0.08,0.08,0.0399686,0.000666144,0.000666144,0.000666144,2.7566,0.00001,0.00001,0.00001,0,,,,0.5852,0.1064,0.1064,0.1064,1.12,0.03,0.03,0.03,1.34,0.06,0.06,0.06,4.3,0.2,0.2,0.2,5059,100,100,100,-0.02,0.09,0.09,0.09,Smalley 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..56S
Kepler-361 b,0.010538,0.00545651,0.00545651,0.00545651,0.12936,0.0249799,0.0249799,0.0249799,0.081426,0.0013571,0.0013571,0.0013571,8.486616,0.000084,0.000084,0.000084,,,,,,,,,,,,,1.343,0.255,0.255,0.255,4.254,0.15,0.15,0.15,6169,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-361 c,0.0199023,0.00480231,0.00480231,0.00480231,0.224819,0.0428227,0.0428227,0.0428227,0.283685,0.00472808,0.00472808,0.00472808,55.188023,0.000655,0.000655,0.000655,,,,,,,,,,,,,1.343,0.255,0.255,0.255,4.254,0.15,0.15,0.15,6169,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-214 b,0.0210192,0.00523508,0.00523508,0.00523508,0.232849,0.0437149,0.0437149,0.0437149,0.122502,0.00204171,0.00204171,0.00204171,15.660544,0.00008,0.00008,0.00008,,,,,,,,,,,,,1.352,0.252,0.252,0.252,4.249,0.15,0.15,0.15,6169,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-104 c,0.0292202,0.00858204,0.00858204,0.00858204,0.27924,0.0490677,0.0490677,0.0490677,0.161331,0.00268884,0.00268884,0.00268884,23.668205,0.000056,0.000056,0.000056,,,,,,,,,,,,,1.349,0.223,0.223,0.223,4.105,0.1,0.1,0.1,5711,74,74,74,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-427 b,0.29,0.09,0.09,0.09,1.23,0.21,0.21,0.21,0.091351,0.00190315,0.00190315,0.00190315,10.290994,0.0000011,0.0000011,0.0000011,0,0.57,0,0.285,0.16,0.14,0.14,0.14,0.96,0.06,0.06,0.06,1.35,0.2,0.2,0.2,4.14,0.12,0.12,0.12,5800,70,70,70,-0.19,0.07,0.07,0.07,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H
Kepler-104 d,0.0392746,0.0129263,0.0129263,0.0129263,0.319386,0.0544206,0.0544206,0.0544206,0.271796,0.00452994,0.00452994,0.00452994,51.755394,0.00016,0.00016,0.00016,,,,,,,,,,,,,1.349,0.223,0.223,0.223,4.105,0.1,0.1,0.1,5711,74,74,74,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-38 b,2.70901,0.100012,0.100012,0.100012,1.09,0.02,0.02,0.02,0.0758454,0.00126409,0.00126409,0.00126409,6.87188,0.00001,0.00001,0.00001,0.028,0.003,0.003,0.003,2.06,0.14,0.14,0.14,1.23,0.04,0.04,0.04,1.35,0.02,0.02,0.02,4.25,0.012,0.013000000000000001,0.0125,6180,40,60,50,-0.02,0.07,0.07,0.07,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B
Kepler-136 c,0.014692,0.00264414,0.00264414,0.00264414,0.177536,0.0330092,0.0330092,0.0330092,0.126325,0.00210541,0.00210541,0.00210541,16.399235,0.000051,0.000051,0.000051,,,,,,,,,,,,,1.355,0.248,0.248,0.248,4.244,0.15,0.15,0.15,6165,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-214 c,0.0158724,0.00309691,0.00309691,0.00309691,0.190026,0.0356856,0.0356856,0.0356856,0.183794,0.00306324,0.00306324,0.00306324,28.7798,0.000397,0.000397,0.000397,,,,,,,,,,,,,1.352,0.252,0.252,0.252,4.249,0.15,0.15,0.15,6169,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-136 b,0.0151834,0.00280973,0.00280973,0.00280973,0.182889,0.0339013,0.0339013,0.0339013,0.100165,0.00166942,0.00166942,0.00166942,11.5789,0.00003,0.00003,0.00003,,,,,,,,,,,,,1.355,0.248,0.248,0.248,4.244,0.15,0.15,0.15,6165,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-126 b,0.0123086,0.00247796,0.00247796,0.00247796,0.135605,0.0089214,0.0089214,0.0089214,0.0938169,0.00156362,0.00156362,0.00156362,10.495711,0.000028,0.000028,0.000028,,,,,,,,,,,,,1.358,0.024,0.024,0.024,4.247,0.036,0.036,0.036,6239,94,94,94,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-126 d,0.0196646,0.000578229,0.000578229,0.000578229,0.223035,0.0044607,0.0044607,0.0044607,0.422434,0.00704056,0.00704056,0.00704056,100.283134,0.000255,0.000255,0.000255,,,,,,,,,,,,,1.358,0.024,0.024,0.024,4.247,0.036,0.036,0.036,6239,94,94,94,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-126 c,0.0117926,0.0012546,0.0012546,0.0012546,0.140958,0.0115978,0.0115978,0.0115978,0.153051,0.00255085,0.00255085,0.00255085,21.869741,0.000082,0.000082,0.000082,,,,,,,,,,,,,1.358,0.024,0.024,0.024,4.247,0.036,0.036,0.036,6239,94,94,94,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-127 b,0.00937625,0.00107793,0.00107793,0.00107793,0.1249,0.0044607,0.0044607,0.0044607,0.11603,0.00193383,0.00193383,0.00193383,14.435889,0.000063,0.000063,0.000063,,,,,,,,,,,,,1.359,0.035,0.035,0.035,4.265,0.051,0.051,0.051,6106,106,106,106,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-127 c,0.0216742,0.00177188,0.00177188,0.00177188,0.237309,0.01249,0.01249,0.01249,0.186396,0.00310661,0.00310661,0.00310661,29.393195,0.000073,0.000073,0.000073,,,,,,,,,,,,,1.359,0.035,0.035,0.035,4.265,0.051,0.051,0.051,6106,106,106,106,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-127 d,0.0214091,0.00174448,0.00174448,0.00174448,0.235525,0.01249,0.01249,0.01249,0.260742,0.00434571,0.00434571,0.00434571,48.630408,0.000128,0.000128,0.000128,,,,,,,,,,,,,1.359,0.035,0.035,0.035,4.265,0.051,0.051,0.051,6106,106,106,106,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-143 c,0.0341953,0.0141727,0.0141727,0.0141727,0.300651,0.0749398,0.0749398,0.0749398,0.176495,0.00294158,0.00294158,0.00294158,27.082511,0.000169,0.000169,0.000169,,,,,,,,,,,,,1.359,0.32,0.32,0.32,4.202,0.17,0.17,0.17,5848,168,168,168,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-143 b,0.0186399,0.00530732,0.00530732,0.00530732,0.215006,0.0535284,0.0535284,0.0535284,0.124306,0.00207176,0.00207176,0.00207176,16.007583,0.000093,0.000093,0.000093,,,,,,,,,,,,,1.359,0.32,0.32,0.32,4.202,0.17,0.17,0.17,5848,168,168,168,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-348 b,0.0123086,0.00626657,0.00626657,0.00626657,0.135605,0.0258721,0.0258721,0.0258721,0.0720019,0.00120003,0.00120003,0.00120003,7.05677,0.000031,0.000031,0.000031,,,,,,,,,,,,,1.359,0.251,0.251,0.251,4.244,0.15,0.15,0.15,6177,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-31 b,2.16904,0.0907295,0.0907295,0.0907295,1.07,0.48,0.32000000000000006,0.4,0.0611921,0.00127274,0.00127274,0.00127274,5.005425,0.000091,0.000092,0.0000915,0.245,0.0045,0.0045,0.0045,2.18,1.24,0.9299999999999999,1.085,1.218,0.089,0.063,0.076,1.36,0.27,0.18,0.225,4.26,0.11,0.13,0.12,6065,100,100,100,0.15,0.08,0.08,0.08,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K
Kepler-348 c,0.00789025,0.00405344,0.00405344,0.00405344,0.118655,0.0223035,0.0223035,0.0223035,0.130735,0.00217891,0.00217891,0.00217891,17.265427,0.000179,0.000179,0.000179,,,,,,,,,,,,,1.359,0.251,0.251,0.251,4.244,0.15,0.15,0.15,6177,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-61 b,2.05491,0.078598,0.078598,0.078598,1.24,0.03,0.03,0.03,0.0514489,0.000983996,0.000983996,0.000983996,3.8559,0.000003,0.000003,0.000003,0,,,,1.41882,0.11934,0.11934,0.11934,1.22,0.07,0.07,0.07,1.36,0.03,0.03,0.03,4.256,0.011,0.011,0.011,6250,150,150,150,-0.1,0.12,0.12,0.12,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H
WASP-94 A b,0.41865,0.0333256,0.0333256,0.0333256,1.72,0.06,0.05,0.055,0.0532427,0.00137578,0.00137578,0.00137578,3.9501907,0.0000044,0.000003,0.0000037,0,0.13,0,0.065,0.118,0.001,0.001,0.001,1.29,0.1,0.1,0.1,1.36,0.05,0.21000000000000002,0.13,4.27,0.07,0.07,0.07,6170,80,80,80,0.26,0.15,0.15,0.15,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N
OGLE-TR-56 b,1.39,0.18,0.18,0.18,1.363,0.092,0.09,0.091,0.0238308,0.000485154,0.000485154,0.000485154,1.211909,0.000001,0.000001,0.000001,0,,,,0.68,0.18,0.14,0.16,1.228,0.072,0.078,0.075,1.363,0.089,0.086,0.0875,4.258,0.043,0.043,0.043,6050,100,100,100,0.22,0.1,0.1,0.1,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T
HD 149026 b,0.361471,0.0155987,0.0155987,0.0155987,0.654,0.06,0.046,0.053,0.0431325,0.000718875,0.000718875,0.000718875,2.8758911,0.0000025,0.0000025,0.0000025,0,,,,1.59,0.38,0.36,0.37,1.294,0.06,0.05,0.055,1.368,0.12,0.08300000000000002,0.1015,4.278,0.045,0.063,0.054,6160,50,50,50,0.36,0.08,0.08,0.08,Carter 2009,http://adsabs.harvard.edu/abs/2009ApJ...696..241C
CoRoT-11 b,2.34813,0.342013,0.342013,0.342013,1.43,0.03,0.03,0.03,0.0440549,0.000734249,0.000734249,0.000734249,2.99433,0.000011,0.000011,0.000011,0,,,,0.99,0.15,0.15,0.15,1.27,0.05,0.05,0.05,1.37,0.03,0.03,0.03,4.22,0.23,0.23,0.23,6440,120,120,120,-0.03,0.08,0.08,0.08,Gandolfi 2010,http://adsabs.harvard.edu/abs/2010A&A...524A..55G
Kepler-275 c,0.0344212,0.0116446,0.0116446,0.0116446,0.301543,0.057097,0.057097,0.057097,0.124722,0.0020787,0.0020787,0.0020787,16.088134,0.000164,0.000164,0.000164,,,,,,,,,,,,,1.383,0.258,0.258,0.258,4.229,0.15,0.15,0.15,6165,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-393 b,0.00711292,0.00375782,0.00375782,0.00375782,0.115086,0.0223035,0.0223035,0.0223035,0.0858179,0.0014303,0.0014303,0.0014303,9.182417,0.000096,0.000096,0.000096,,,,,,,,,,,,,1.382,0.263,0.263,0.263,4.233,0.15,0.15,0.15,6189,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-393 c,0.00789025,0.00476017,0.00476017,0.00476017,0.118655,0.0276563,0.0276563,0.0276563,0.11698,0.00194967,0.00194967,0.00194967,14.613612,0.000231,0.000231,0.000231,,,,,,,,,,,,,1.382,0.263,0.263,0.263,4.233,0.15,0.15,0.15,6189,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-275 d,0.0333072,0.012543,0.012543,0.012543,0.297083,0.0660184,0.0660184,0.0660184,0.212092,0.00353487,0.00353487,0.00353487,35.676062,0.000641,0.000641,0.000641,,,,,,,,,,,,,1.383,0.258,0.258,0.258,4.229,0.15,0.15,0.15,6165,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-434 b,2.86,0.35,0.35,0.35,1.13,0.26,0.18,0.22,0.114265,0.00295677,0.00295677,0.00295677,12.8747099,0.000005,0.000005,0.000005,0.131,0.072,0.072,0.072,2.4,1.3,1.3,1.3,1.198,0.093,0.093,0.093,1.38,0.13,0.13,0.13,4.22,0.1,0.1,0.1,5970,100,100,100,0.35,0.15,0.15,0.15,Almenara 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..71A
Kepler-275 b,0.0178911,0.00397399,0.00397399,0.00397399,0.208761,0.0401463,0.0401463,0.0401463,0.0926511,0.00154419,0.00154419,0.00154419,10.300682,0.000254,0.000254,0.000254,,,,,,,,,,,,,1.383,0.258,0.258,0.258,4.229,0.15,0.15,0.15,6165,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-39 b,18.1805,0.717812,0.717812,0.717812,1.22,0.12,0.1,0.11,0.155007,0.00305317,0.00305317,0.00305317,21.0874,0.0002,0.0002,0.0002,0.121,0.022,0.023,0.0225,12.4,3.4,2.6,3,1.1,0.07,0.06,0.065,1.39,0.11,0.09999999999999999,0.105,4.1,0.2,0.2,0.2,6260,140,140,140,-0.29,0.1,0.1,0.1,Bouchy 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..83B
Kepler-6 b,0.669376,0.0309459,0.0309459,0.0309459,1.323,0.026,0.029,0.0275,0.0456089,0.000760149,0.000760149,0.000760149,3.234723,0.000017,0.000017,0.000017,0,,,,0.352,0.018,0.022000000000000002,0.02,1.209,0.044,0.038000000000000006,0.041,1.391,0.017,0.027999999999999997,0.0225,4.236,0.011,0.011,0.011,5647,44,44,44,0.34,0.04,0.04,0.04,Dunham 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.136D
WASP-20 b,0.311,0.017,0.017,0.017,1.462,0.059,0.059,0.059,0.0599991,0.000999985,0.000999985,0.000999985,4.8996285,0.0000034,0.0000034,0.0000034,0,,,,0.1006,0.0131,0.009899999999999999,0.0115,1.2,0.041,0.041,0.041,1.392,0.044,0.044,0.044,4.232,0.02,0.02,0.02,5950,100,100,100,-0.01,0.06,0.06,0.06,Anderson 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..61A
WASP-106 b,1.925,0.076,0.076,0.076,1.085,0.046,0.027999999999999997,0.037,0.089107,0.00148512,0.00148512,0.00148512,9.289715,0.00001,0.00001,0.00001,0,,,,1.99,0.15,0.21,0.18,1.092,0.054,0.054,0.054,1.393,0.048,0.027999999999999997,0.038,4.226,0.01,0.022,0.016,6055,136,136,136,-0.09,0.09,0.09,0.09,Smith 2014,http://adsabs.harvard.edu/abs/2014A%26A...570A..64S
Kepler-79 e,0.0129,0.00378,0.00346,0.00362,0.318,0.0128,0.0128,0.0128,0.366575,0.00610959,0.00610959,0.00610959,81.065298,0.001365,0.001365,0.001365,0.012,0.044,0.0050000000000000044,0.0245,0.53,0.15,0.15,0.15,,,,,1.403,0.252,0.252,0.252,4.223,0.15,0.15,0.15,6189,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
